Hours Studied,Performance Index,Predicted,Residual
7,54.0,60.79061439533281,-6.79061439533281
9,81.0,66.33674004461069,14.663259955389307
8,52.0,63.56367721997175,-11.563677219971751
1,65.0,44.15223744749919,20.84776255250081
8,36.0,63.56367721997175,-27.56367721997175
8,61.0,63.56367721997175,-2.5636772199717512
3,35.0,49.69836309677706,-14.698363096777058
1,15.0,44.15223744749919,-29.15223744749919
8,88.0,63.56367721997175,24.43632278002825
3,45.0,49.69836309677706,-4.698363096777058
3,49.0,49.69836309677706,-0.698363096777058
1,33.0,44.15223744749919,-11.15223744749919
5,60.0,55.24448874605494,4.755511253945059
7,71.0,60.79061439533281,10.20938560466719
9,81.0,66.33674004461069,14.663259955389307
7,67.0,60.79061439533281,6.20938560466719
9,95.0,66.33674004461069,28.663259955389307
8,58.0,63.56367721997175,-5.563677219971751
2,29.0,46.925300272138124,-17.925300272138124
1,21.0,44.15223744749919,-23.15223744749919
7,38.0,60.79061439533281,-22.79061439533281
7,60.0,60.79061439533281,-0.7906143953328097
8,76.0,63.56367721997175,12.436322780028249
5,69.0,55.24448874605494,13.755511253945059
3,30.0,49.69836309677706,-19.698363096777058
8,57.0,63.56367721997175,-6.563677219971751
6,81.0,58.017551570693875,22.982448429306125
3,36.0,49.69836309677706,-13.698363096777058
1,25.0,44.15223744749919,-19.15223744749919
3,27.0,49.69836309677706,-22.698363096777058
5,61.0,55.24448874605494,5.755511253945059
3,34.0,49.69836309677706,-15.698363096777058
1,76.0,44.15223744749919,31.84776255250081
5,57.0,55.24448874605494,1.755511253945059
7,45.0,60.79061439533281,-15.79061439533281
7,76.0,60.79061439533281,15.20938560466719
9,83.0,66.33674004461069,16.663259955389307
3,50.0,49.69836309677706,0.301636903222942
7,81.0,60.79061439533281,20.20938560466719
1,66.0,44.15223744749919,21.84776255250081
4,38.0,52.471425921416,-14.471425921416
4,56.0,52.471425921416,3.5285740785840005
5,25.0,55.24448874605494,-30.24448874605494
7,56.0,60.79061439533281,-4.79061439533281
7,82.0,60.79061439533281,21.20938560466719
4,23.0,52.471425921416,-29.471425921416
7,56.0,60.79061439533281,-4.79061439533281
3,46.0,49.69836309677706,-3.698363096777058
6,43.0,58.017551570693875,-15.017551570693875
2,30.0,46.925300272138124,-16.925300272138124
9,92.0,66.33674004461069,25.663259955389307
5,45.0,55.24448874605494,-10.244488746054941
6,70.0,58.017551570693875,11.982448429306125
4,36.0,52.471425921416,-16.471425921416
7,71.0,60.79061439533281,10.20938560466719
9,49.0,66.33674004461069,-17.336740044610693
7,82.0,60.79061439533281,21.20938560466719
1,71.0,44.15223744749919,26.84776255250081
1,43.0,44.15223744749919,-1.1522374474991892
9,77.0,66.33674004461069,10.663259955389307
9,86.0,66.33674004461069,19.663259955389307
4,34.0,52.471425921416,-18.471425921416
9,49.0,66.33674004461069,-17.336740044610693
3,69.0,49.69836309677706,19.301636903222942
7,84.0,60.79061439533281,23.20938560466719
6,41.0,58.017551570693875,-17.017551570693875
8,68.0,63.56367721997175,4.436322780028249
9,44.0,66.33674004461069,-22.336740044610693
5,41.0,55.24448874605494,-14.244488746054941
1,58.0,44.15223744749919,13.84776255250081
3,68.0,49.69836309677706,18.301636903222942
8,94.0,63.56367721997175,30.43632278002825
6,47.0,58.017551570693875,-11.017551570693875
8,40.0,63.56367721997175,-23.56367721997175
9,100.0,66.33674004461069,33.66325995538931
4,23.0,52.471425921416,-29.471425921416
1,36.0,44.15223744749919,-8.15223744749919
1,47.0,44.15223744749919,2.847762552500811
4,60.0,52.471425921416,7.5285740785840005
7,83.0,60.79061439533281,22.20938560466719
2,33.0,46.925300272138124,-13.925300272138124
3,36.0,49.69836309677706,-13.698363096777058
1,74.0,44.15223744749919,29.84776255250081
5,42.0,55.24448874605494,-13.244488746054941
1,47.0,44.15223744749919,2.847762552500811
8,31.0,63.56367721997175,-32.56367721997175
1,26.0,44.15223744749919,-18.15223744749919
1,58.0,44.15223744749919,13.84776255250081
2,42.0,46.925300272138124,-4.925300272138124
2,18.0,46.925300272138124,-28.925300272138124
6,85.0,58.017551570693875,26.982448429306125
7,36.0,60.79061439533281,-24.79061439533281
5,58.0,55.24448874605494,2.755511253945059
1,45.0,44.15223744749919,0.8477625525008108
1,60.0,44.15223744749919,15.84776255250081
3,56.0,49.69836309677706,6.301636903222942
2,42.0,46.925300272138124,-4.925300272138124
5,33.0,55.24448874605494,-22.24448874605494
6,77.0,58.017551570693875,18.982448429306125
7,51.0,60.79061439533281,-9.79061439533281
4,72.0,52.471425921416,19.528574078584
7,57.0,60.79061439533281,-3.7906143953328097
8,53.0,63.56367721997175,-10.563677219971751
1,16.0,44.15223744749919,-28.15223744749919
6,45.0,58.017551570693875,-13.017551570693875
8,49.0,63.56367721997175,-14.563677219971751
5,67.0,55.24448874605494,11.755511253945059
4,49.0,52.471425921416,-3.4714259214159995
2,73.0,46.925300272138124,26.074699727861876
6,65.0,58.017551570693875,6.982448429306125
6,27.0,58.017551570693875,-31.017551570693875
1,72.0,44.15223744749919,27.84776255250081
9,74.0,66.33674004461069,7.663259955389307
6,38.0,58.017551570693875,-20.017551570693875
3,67.0,49.69836309677706,17.301636903222942
4,28.0,52.471425921416,-24.471425921416
4,73.0,52.471425921416,20.528574078584
3,72.0,49.69836309677706,22.301636903222942
3,42.0,49.69836309677706,-7.698363096777058
3,47.0,49.69836309677706,-2.698363096777058
4,77.0,52.471425921416,24.528574078584
7,49.0,60.79061439533281,-11.79061439533281
4,30.0,52.471425921416,-22.471425921416
9,54.0,66.33674004461069,-12.336740044610693
1,56.0,44.15223744749919,11.84776255250081
8,75.0,63.56367721997175,11.436322780028249
7,78.0,60.79061439533281,17.20938560466719
2,32.0,46.925300272138124,-14.925300272138124
8,89.0,63.56367721997175,25.43632278002825
1,29.0,44.15223744749919,-15.15223744749919
9,57.0,66.33674004461069,-9.336740044610693
9,48.0,66.33674004461069,-18.336740044610693
2,27.0,46.925300272138124,-19.925300272138124
7,38.0,60.79061439533281,-22.79061439533281
3,18.0,49.69836309677706,-31.698363096777058
7,66.0,60.79061439533281,5.20938560466719
9,65.0,66.33674004461069,-1.3367400446106927
4,27.0,52.471425921416,-25.471425921416
1,33.0,44.15223744749919,-11.15223744749919
2,37.0,46.925300272138124,-9.925300272138124
1,29.0,44.15223744749919,-15.15223744749919
5,26.0,55.24448874605494,-29.24448874605494
5,72.0,55.24448874605494,16.75551125394506
7,77.0,60.79061439533281,16.20938560466719
9,45.0,66.33674004461069,-21.336740044610693
9,41.0,66.33674004461069,-25.336740044610693
3,73.0,49.69836309677706,23.301636903222942
3,43.0,49.69836309677706,-6.698363096777058
3,39.0,49.69836309677706,-10.698363096777058
4,54.0,52.471425921416,1.5285740785840005
8,62.0,63.56367721997175,-1.5636772199717512
6,63.0,58.017551570693875,4.982448429306125
8,59.0,63.56367721997175,-4.563677219971751
1,46.0,44.15223744749919,1.8477625525008108
8,42.0,63.56367721997175,-21.56367721997175
4,30.0,52.471425921416,-22.471425921416
1,63.0,44.15223744749919,18.84776255250081
8,89.0,63.56367721997175,25.43632278002825
4,62.0,52.471425921416,9.528574078584
6,77.0,58.017551570693875,18.982448429306125
8,88.0,63.56367721997175,24.43632278002825
4,35.0,52.471425921416,-17.471425921416
3,60.0,49.69836309677706,10.301636903222942
9,92.0,66.33674004461069,25.663259955389307
3,38.0,49.69836309677706,-11.698363096777058
9,56.0,66.33674004461069,-10.336740044610693
2,70.0,46.925300272138124,23.074699727861876
2,35.0,46.925300272138124,-11.925300272138124
2,47.0,46.925300272138124,0.0746997278618764
6,66.0,58.017551570693875,7.982448429306125
3,43.0,49.69836309677706,-6.698363096777058
9,81.0,66.33674004461069,14.663259955389307
4,43.0,52.471425921416,-9.471425921416
1,46.0,44.15223744749919,1.8477625525008108
4,61.0,52.471425921416,8.528574078584
1,27.0,44.15223744749919,-17.15223744749919
5,77.0,55.24448874605494,21.75551125394506
4,43.0,52.471425921416,-9.471425921416
8,60.0,63.56367721997175,-3.5636772199717512
8,48.0,63.56367721997175,-15.563677219971751
7,47.0,60.79061439533281,-13.79061439533281
3,60.0,49.69836309677706,10.301636903222942
1,53.0,44.15223744749919,8.84776255250081
1,19.0,44.15223744749919,-25.15223744749919
3,23.0,49.69836309677706,-26.698363096777058
6,81.0,58.017551570693875,22.982448429306125
7,41.0,60.79061439533281,-19.79061439533281
6,71.0,58.017551570693875,12.982448429306125
6,75.0,58.017551570693875,16.982448429306125
6,89.0,58.017551570693875,30.982448429306125
3,28.0,49.69836309677706,-21.698363096777058
6,60.0,58.017551570693875,1.9824484293061246
8,54.0,63.56367721997175,-9.563677219971751
2,41.0,46.925300272138124,-5.925300272138124
5,52.0,55.24448874605494,-3.244488746054941
1,53.0,44.15223744749919,8.84776255250081
1,52.0,44.15223744749919,7.847762552500811
5,47.0,55.24448874605494,-8.244488746054941
3,71.0,49.69836309677706,21.301636903222942
4,42.0,52.471425921416,-10.471425921416
3,21.0,49.69836309677706,-28.698363096777058
1,48.0,44.15223744749919,3.847762552500811
1,64.0,44.15223744749919,19.84776255250081
5,38.0,55.24448874605494,-17.24448874605494
6,49.0,58.017551570693875,-9.017551570693875
3,35.0,49.69836309677706,-14.698363096777058
9,73.0,66.33674004461069,6.663259955389307
5,81.0,55.24448874605494,25.75551125394506
8,47.0,63.56367721997175,-16.56367721997175
1,36.0,44.15223744749919,-8.15223744749919
5,63.0,55.24448874605494,7.755511253945059
3,52.0,49.69836309677706,2.301636903222942
1,58.0,44.15223744749919,13.84776255250081
4,77.0,52.471425921416,24.528574078584
5,58.0,55.24448874605494,2.755511253945059
7,33.0,60.79061439533281,-27.79061439533281
1,67.0,44.15223744749919,22.84776255250081
3,76.0,49.69836309677706,26.301636903222942
2,62.0,46.925300272138124,15.074699727861876
9,37.0,66.33674004461069,-29.336740044610693
6,86.0,58.017551570693875,27.982448429306125
3,37.0,49.69836309677706,-12.698363096777058
8,88.0,63.56367721997175,24.43632278002825
8,38.0,63.56367721997175,-25.56367721997175
2,76.0,46.925300272138124,29.074699727861876
6,57.0,58.017551570693875,-1.0175515706938754
7,82.0,60.79061439533281,21.20938560466719
2,35.0,46.925300272138124,-11.925300272138124
2,41.0,46.925300272138124,-5.925300272138124
1,75.0,44.15223744749919,30.84776255250081
8,51.0,63.56367721997175,-12.563677219971751
1,34.0,44.15223744749919,-10.15223744749919
9,92.0,66.33674004461069,25.663259955389307
6,39.0,58.017551570693875,-19.017551570693875
7,56.0,60.79061439533281,-4.79061439533281
7,69.0,60.79061439533281,8.20938560466719
3,69.0,49.69836309677706,19.301636903222942
2,40.0,46.925300272138124,-6.925300272138124
9,63.0,66.33674004461069,-3.3367400446106927
8,86.0,63.56367721997175,22.43632278002825
7,89.0,60.79061439533281,28.20938560466719
9,94.0,66.33674004461069,27.663259955389307
4,79.0,52.471425921416,26.528574078584
4,44.0,52.471425921416,-8.471425921416
1,33.0,44.15223744749919,-11.15223744749919
8,36.0,63.56367721997175,-27.56367721997175
3,50.0,49.69836309677706,0.301636903222942
7,94.0,60.79061439533281,33.20938560466719
2,22.0,46.925300272138124,-24.925300272138124
2,44.0,46.925300272138124,-2.9253002721381236
7,60.0,60.79061439533281,-0.7906143953328097
6,64.0,58.017551570693875,5.982448429306125
3,58.0,49.69836309677706,8.301636903222942
9,78.0,66.33674004461069,11.663259955389307
6,51.0,58.017551570693875,-7.017551570693875
6,30.0,58.017551570693875,-28.017551570693875
1,29.0,44.15223744749919,-15.15223744749919
4,22.0,52.471425921416,-30.471425921416
6,51.0,58.017551570693875,-7.017551570693875
6,45.0,58.017551570693875,-13.017551570693875
5,70.0,55.24448874605494,14.755511253945059
1,10.0,44.15223744749919,-34.15223744749919
8,38.0,63.56367721997175,-25.56367721997175
5,30.0,55.24448874605494,-25.24448874605494
5,82.0,55.24448874605494,26.75551125394506
7,74.0,60.79061439533281,13.20938560466719
4,87.0,52.471425921416,34.528574078584
6,77.0,58.017551570693875,18.982448429306125
4,72.0,52.471425921416,19.528574078584
3,51.0,49.69836309677706,1.301636903222942
7,40.0,60.79061439533281,-20.79061439533281
8,72.0,63.56367721997175,8.436322780028249
4,68.0,52.471425921416,15.528574078584
2,22.0,46.925300272138124,-24.925300272138124
3,67.0,49.69836309677706,17.301636903222942
1,18.0,44.15223744749919,-26.15223744749919
8,64.0,63.56367721997175,0.43632278002824876
3,66.0,49.69836309677706,16.301636903222942
7,50.0,60.79061439533281,-10.79061439533281
5,68.0,55.24448874605494,12.755511253945059
5,44.0,55.24448874605494,-11.244488746054941
7,90.0,60.79061439533281,29.20938560466719
9,41.0,66.33674004461069,-25.336740044610693
5,83.0,55.24448874605494,27.75551125394506
1,57.0,44.15223744749919,12.84776255250081
1,64.0,44.15223744749919,19.84776255250081
2,18.0,46.925300272138124,-28.925300272138124
6,62.0,58.017551570693875,3.9824484293061246
9,66.0,66.33674004461069,-0.33674004461069273
8,85.0,63.56367721997175,21.43632278002825
5,62.0,55.24448874605494,6.755511253945059
1,62.0,44.15223744749919,17.84776255250081
7,62.0,60.79061439533281,1.2093856046671903
5,26.0,55.24448874605494,-29.24448874605494
6,66.0,58.017551570693875,7.982448429306125
7,43.0,60.79061439533281,-17.79061439533281
3,30.0,49.69836309677706,-19.698363096777058
3,25.0,49.69836309677706,-24.698363096777058
5,77.0,55.24448874605494,21.75551125394506
6,88.0,58.017551570693875,29.982448429306125
9,62.0,66.33674004461069,-4.336740044610693
5,82.0,55.24448874605494,26.75551125394506
1,73.0,44.15223744749919,28.84776255250081
4,44.0,52.471425921416,-8.471425921416
5,40.0,55.24448874605494,-15.244488746054941
5,39.0,55.24448874605494,-16.24448874605494
7,34.0,60.79061439533281,-26.79061439533281
4,27.0,52.471425921416,-25.471425921416
1,73.0,44.15223744749919,28.84776255250081
5,46.0,55.24448874605494,-9.244488746054941
7,78.0,60.79061439533281,17.20938560466719
6,80.0,58.017551570693875,21.982448429306125
5,33.0,55.24448874605494,-22.24448874605494
4,68.0,52.471425921416,15.528574078584
2,45.0,46.925300272138124,-1.9253002721381236
4,56.0,52.471425921416,3.5285740785840005
3,58.0,49.69836309677706,8.301636903222942
1,37.0,44.15223744749919,-7.152237447499189
8,88.0,63.56367721997175,24.43632278002825
5,75.0,55.24448874605494,19.75551125394506
4,70.0,52.471425921416,17.528574078584
8,62.0,63.56367721997175,-1.5636772199717512
7,57.0,60.79061439533281,-3.7906143953328097
2,32.0,46.925300272138124,-14.925300272138124
1,53.0,44.15223744749919,8.84776255250081
4,82.0,52.471425921416,29.528574078584
8,41.0,63.56367721997175,-22.56367721997175
2,75.0,46.925300272138124,28.074699727861876
3,63.0,49.69836309677706,13.301636903222942
1,17.0,44.15223744749919,-27.15223744749919
1,24.0,44.15223744749919,-20.15223744749919
3,69.0,49.69836309677706,19.301636903222942
5,47.0,55.24448874605494,-8.244488746054941
3,43.0,49.69836309677706,-6.698363096777058
1,48.0,44.15223744749919,3.847762552500811
1,17.0,44.15223744749919,-27.15223744749919
8,75.0,63.56367721997175,11.436322780028249
2,54.0,46.925300272138124,7.074699727861876
3,59.0,49.69836309677706,9.301636903222942
2,56.0,46.925300272138124,9.074699727861876
3,20.0,49.69836309677706,-29.698363096777058
7,34.0,60.79061439533281,-26.79061439533281
1,54.0,44.15223744749919,9.84776255250081
8,83.0,63.56367721997175,19.43632278002825
2,59.0,46.925300272138124,12.074699727861876
3,63.0,49.69836309677706,13.301636903222942
9,72.0,66.33674004461069,5.663259955389307
7,70.0,60.79061439533281,9.20938560466719
4,41.0,52.471425921416,-11.471425921416
5,54.0,55.24448874605494,-1.244488746054941
2,21.0,46.925300272138124,-25.925300272138124
8,83.0,63.56367721997175,19.43632278002825
4,64.0,52.471425921416,11.528574078584
9,51.0,66.33674004461069,-15.336740044610693
5,66.0,55.24448874605494,10.755511253945059
9,83.0,66.33674004461069,16.663259955389307
4,26.0,52.471425921416,-26.471425921416
5,49.0,55.24448874605494,-6.244488746054941
9,85.0,66.33674004461069,18.663259955389307
8,95.0,63.56367721997175,31.43632278002825
3,56.0,49.69836309677706,6.301636903222942
1,50.0,44.15223744749919,5.847762552500811
3,23.0,49.69836309677706,-26.698363096777058
4,26.0,52.471425921416,-26.471425921416
2,30.0,46.925300272138124,-16.925300272138124
1,28.0,44.15223744749919,-16.15223744749919
7,48.0,60.79061439533281,-12.79061439533281
8,46.0,63.56367721997175,-17.56367721997175
7,73.0,60.79061439533281,12.20938560466719
5,45.0,55.24448874605494,-10.244488746054941
1,76.0,44.15223744749919,31.84776255250081
7,71.0,60.79061439533281,10.20938560466719
7,60.0,60.79061439533281,-0.7906143953328097
9,77.0,66.33674004461069,10.663259955389307
3,36.0,49.69836309677706,-13.698363096777058
9,96.0,66.33674004461069,29.663259955389307
1,62.0,44.15223744749919,17.84776255250081
1,22.0,44.15223744749919,-22.15223744749919
4,21.0,52.471425921416,-31.471425921416
9,79.0,66.33674004461069,12.663259955389307
6,82.0,58.017551570693875,23.982448429306125
3,55.0,49.69836309677706,5.301636903222942
1,22.0,44.15223744749919,-22.15223744749919
4,70.0,52.471425921416,17.528574078584
9,37.0,66.33674004461069,-29.336740044610693
3,42.0,49.69836309677706,-7.698363096777058
9,64.0,66.33674004461069,-2.3367400446106927
7,72.0,60.79061439533281,11.20938560466719
4,42.0,52.471425921416,-10.471425921416
3,56.0,49.69836309677706,6.301636903222942
5,43.0,55.24448874605494,-12.244488746054941
5,24.0,55.24448874605494,-31.24448874605494
3,55.0,49.69836309677706,5.301636903222942
9,64.0,66.33674004461069,-2.3367400446106927
4,34.0,52.471425921416,-18.471425921416
5,78.0,55.24448874605494,22.75551125394506
4,71.0,52.471425921416,18.528574078584
5,33.0,55.24448874605494,-22.24448874605494
7,46.0,60.79061439533281,-14.79061439533281
9,86.0,66.33674004461069,19.663259955389307
7,34.0,60.79061439533281,-26.79061439533281
5,26.0,55.24448874605494,-29.24448874605494
7,44.0,60.79061439533281,-16.79061439533281
5,53.0,55.24448874605494,-2.244488746054941
3,61.0,49.69836309677706,11.301636903222942
7,84.0,60.79061439533281,23.20938560466719
2,40.0,46.925300272138124,-6.925300272138124
9,53.0,66.33674004461069,-13.336740044610693
1,67.0,44.15223744749919,22.84776255250081
6,58.0,58.017551570693875,-0.017551570693875362
7,41.0,60.79061439533281,-19.79061439533281
8,89.0,63.56367721997175,25.43632278002825
9,85.0,66.33674004461069,18.663259955389307
2,33.0,46.925300272138124,-13.925300272138124
2,20.0,46.925300272138124,-26.925300272138124
5,66.0,55.24448874605494,10.755511253945059
5,38.0,55.24448874605494,-17.24448874605494
6,25.0,58.017551570693875,-33.017551570693875
3,43.0,49.69836309677706,-6.698363096777058
8,79.0,63.56367721997175,15.436322780028249
1,16.0,44.15223744749919,-28.15223744749919
6,67.0,58.017551570693875,8.982448429306125
4,80.0,52.471425921416,27.528574078584
1,26.0,44.15223744749919,-18.15223744749919
7,57.0,60.79061439533281,-3.7906143953328097
9,91.0,66.33674004461069,24.663259955389307
4,29.0,52.471425921416,-23.471425921416
4,48.0,52.471425921416,-4.4714259214159995
6,84.0,58.017551570693875,25.982448429306125
3,33.0,49.69836309677706,-16.698363096777058
6,82.0,58.017551570693875,23.982448429306125
7,81.0,60.79061439533281,20.20938560466719
3,24.0,49.69836309677706,-25.698363096777058
7,81.0,60.79061439533281,20.20938560466719
3,54.0,49.69836309677706,4.301636903222942
2,25.0,46.925300272138124,-21.925300272138124
4,53.0,52.471425921416,0.5285740785840005
8,48.0,63.56367721997175,-15.563677219971751
9,40.0,66.33674004461069,-26.336740044610693
7,66.0,60.79061439533281,5.20938560466719
1,29.0,44.15223744749919,-15.15223744749919
3,73.0,49.69836309677706,23.301636903222942
9,89.0,66.33674004461069,22.663259955389307
1,27.0,44.15223744749919,-17.15223744749919
9,40.0,66.33674004461069,-26.336740044610693
8,83.0,63.56367721997175,19.43632278002825
1,69.0,44.15223744749919,24.84776255250081
6,72.0,58.017551570693875,13.982448429306125
5,77.0,55.24448874605494,21.75551125394506
6,32.0,58.017551570693875,-26.017551570693875
5,49.0,55.24448874605494,-6.244488746054941
6,44.0,58.017551570693875,-14.017551570693875
5,57.0,55.24448874605494,1.755511253945059
5,34.0,55.24448874605494,-21.24448874605494
4,76.0,52.471425921416,23.528574078584
3,22.0,49.69836309677706,-27.698363096777058
3,30.0,49.69836309677706,-19.698363096777058
4,67.0,52.471425921416,14.528574078584
9,71.0,66.33674004461069,4.663259955389307
2,29.0,46.925300272138124,-17.925300272138124
9,74.0,66.33674004461069,7.663259955389307
1,67.0,44.15223744749919,22.84776255250081
1,46.0,44.15223744749919,1.8477625525008108
5,34.0,55.24448874605494,-21.24448874605494
6,76.0,58.017551570693875,17.982448429306125
6,64.0,58.017551570693875,5.982448429306125
3,46.0,49.69836309677706,-3.698363096777058
7,68.0,60.79061439533281,7.20938560466719
9,58.0,66.33674004461069,-8.336740044610693
8,41.0,63.56367721997175,-22.56367721997175
6,64.0,58.017551570693875,5.982448429306125
8,84.0,63.56367721997175,20.43632278002825
5,70.0,55.24448874605494,14.755511253945059
8,77.0,63.56367721997175,13.436322780028249
4,60.0,52.471425921416,7.5285740785840005
8,65.0,63.56367721997175,1.4363227800282488
2,21.0,46.925300272138124,-25.925300272138124
5,60.0,55.24448874605494,4.755511253945059
9,48.0,66.33674004461069,-18.336740044610693
4,77.0,52.471425921416,24.528574078584
6,63.0,58.017551570693875,4.982448429306125
1,68.0,44.15223744749919,23.84776255250081
9,81.0,66.33674004461069,14.663259955389307
1,29.0,44.15223744749919,-15.15223744749919
5,66.0,55.24448874605494,10.755511253945059
4,36.0,52.471425921416,-16.471425921416
3,29.0,49.69836309677706,-20.698363096777058
6,32.0,58.017551570693875,-26.017551570693875
2,31.0,46.925300272138124,-15.925300272138124
3,45.0,49.69836309677706,-4.698363096777058
5,65.0,55.24448874605494,9.755511253945059
9,57.0,66.33674004461069,-9.336740044610693
2,58.0,46.925300272138124,11.074699727861876
8,38.0,63.56367721997175,-25.56367721997175
2,22.0,46.925300272138124,-24.925300272138124
5,48.0,55.24448874605494,-7.244488746054941
7,59.0,60.79061439533281,-1.7906143953328097
8,58.0,63.56367721997175,-5.563677219971751
1,62.0,44.15223744749919,17.84776255250081
6,30.0,58.017551570693875,-28.017551570693875
1,56.0,44.15223744749919,11.84776255250081
2,40.0,46.925300272138124,-6.925300272138124
1,59.0,44.15223744749919,14.84776255250081
5,65.0,55.24448874605494,9.755511253945059
9,43.0,66.33674004461069,-23.336740044610693
6,48.0,58.017551570693875,-10.017551570693875
1,24.0,44.15223744749919,-20.15223744749919
1,51.0,44.15223744749919,6.847762552500811
2,81.0,46.925300272138124,34.074699727861876
9,62.0,66.33674004461069,-4.336740044610693
3,43.0,49.69836309677706,-6.698363096777058
1,63.0,44.15223744749919,18.84776255250081
5,73.0,55.24448874605494,17.75551125394506
7,76.0,60.79061439533281,15.20938560466719
6,43.0,58.017551570693875,-15.017551570693875
1,34.0,44.15223744749919,-10.15223744749919
5,57.0,55.24448874605494,1.755511253945059
5,72.0,55.24448874605494,16.75551125394506
6,47.0,58.017551570693875,-11.017551570693875
3,52.0,49.69836309677706,2.301636903222942
5,49.0,55.24448874605494,-6.244488746054941
7,77.0,60.79061439533281,16.20938560466719
5,41.0,55.24448874605494,-14.244488746054941
5,56.0,55.24448874605494,0.755511253945059
5,89.0,55.24448874605494,33.75551125394506
3,65.0,49.69836309677706,15.301636903222942
1,49.0,44.15223744749919,4.847762552500811
5,48.0,55.24448874605494,-7.244488746054941
9,47.0,66.33674004461069,-19.336740044610693
1,37.0,44.15223744749919,-7.152237447499189
3,48.0,49.69836309677706,-1.698363096777058
4,61.0,52.471425921416,8.528574078584
1,77.0,44.15223744749919,32.84776255250081
1,75.0,44.15223744749919,30.84776255250081
8,57.0,63.56367721997175,-6.563677219971751
2,45.0,46.925300272138124,-1.9253002721381236
8,82.0,63.56367721997175,18.43632278002825
7,90.0,60.79061439533281,29.20938560466719
2,42.0,46.925300272138124,-4.925300272138124
6,74.0,58.017551570693875,15.982448429306125
6,60.0,58.017551570693875,1.9824484293061246
3,73.0,49.69836309677706,23.301636903222942
2,40.0,46.925300272138124,-6.925300272138124
1,32.0,44.15223744749919,-12.15223744749919
6,67.0,58.017551570693875,8.982448429306125
5,46.0,55.24448874605494,-9.244488746054941
9,65.0,66.33674004461069,-1.3367400446106927
1,42.0,44.15223744749919,-2.152237447499189
7,69.0,60.79061439533281,8.20938560466719
5,62.0,55.24448874605494,6.755511253945059
5,75.0,55.24448874605494,19.75551125394506
2,40.0,46.925300272138124,-6.925300272138124
